pixel number,Galactic Longitude,Galactic Latitude,FIMS FUV (CU),GALEX FUV (CU),RASS xray band2,RASS xray band5,H-alpha,E(B-V),N(H I)
326,93.462,80.487,406.605,385.256,709.519,56.926,0.3571,0.010394,1.08E+20
327,100.385,80.487,433.839,376.531,729.536,59.225,0.4472,0.010939,1.06E+20
328,107.308,80.487,491.72,NaN,651.28,69.039,0.5244,0.0131,1.27E+20
329,114.231,80.487,522.295,NaN,606.244,68.229,0.5757,0.014081,1.37E+20
330,121.154,80.487,497.52,366.058,570.986,61.174,0.5905,0.015705,1.46E+20
331,128.077,80.487,450.608,403.789,591.472,66.768,0.5579,0.016915,1.59E+20
332,135,80.487,422.067,348.359,601.998,66.26,0.497,0.013034,1.37E+20
333,141.923,80.487,365.085,313.464,694.964,67.272,0.3964,0.012296,1.21E+20
334,148.846,80.487,339.384,346.425,622.705,50.747,0.4774,0.012373,1.24E+20
335,155.769,80.487,348.775,346.7,601.512,60.621,0.4449,0.013299,1.29E+20
336,162.692,80.487,316.462,314.097,488.176,47.383,0.4511,0.012392,1.21E+20
337,169.615,80.487,319.699,316.356,569.552,60.027,0.4364,0.013013,1.23E+20
338,176.539,80.487,325.932,314.482,575.269,68.783,0.4457,0.012284,1.18E+20
339,183.462,80.487,330.187,318.841,527.984,47.111,0.4702,0.016633,1.54E+20
340,190.385,80.487,353.933,403.567,507.628,59.122,0.4185,0.017837,1.45E+20
341,197.308,80.487,372.184,369.933,500.189,51.374,0.4599,0.01945,1.67E+20
342,204.231,80.487,395.118,337.926,506.374,84.033,0.4082,0.0205,1.75E+20
343,211.154,80.487,405.72,353.376,487.528,48.344,0.3126,0.02015,1.64E+20
344,218.077,80.487,360.133,325.851,574.737,65.394,0.3683,0.021582,1.68E+20
345,225,80.487,357.701,388.257,508.656,62.379,0.3259,0.027396,2.04E+20
346,231.923,80.487,387.95,428.618,503.28,61.757,0.2316,0.032751,2.79E+20
347,238.846,80.487,380.005,408.561,541.577,51.468,0.2801,0.024039,2.26E+20
348,245.769,80.487,357.947,429.46,588.793,51.942,0.3161,0.026308,2.24E+20
349,252.692,80.487,334.251,427.989,504.207,54.136,0.3596,0.025964,2.55E+20
350,259.615,80.487,334.028,404.707,471.627,58.986,0.3134,0.033657,3.09E+20
351,266.539,80.487,341.521,427.157,439.051,73.024,0.3739,0.033884,3.01E+20
352,273.462,80.487,330.407,383.586,539.563,68.636,0.4284,0.026025,2.52E+20
353,280.385,80.487,321.839,392.5,525.802,67.198,0.4607,0.02547,2.10E+20
354,287.308,80.487,299.604,400.711,719.752,69.09,0.5138,0.020077,1.57E+20
355,294.231,80.487,301.309,389.997,565.941,69.449,0.5384,0.022941,1.77E+20
356,301.154,80.487,340.063,406.707,569.824,69.669,0.5364,0.024445,1.79E+20
357,308.077,80.487,372.355,464.51,544.508,74.071,0.5911,0.027989,2.25E+20
358,315,80.487,391.421,574.835,480.49,66.505,0.5203,0.042131,2.76E+20
359,321.923,80.487,363.557,496.002,570.144,69.603,0.4576,0.026537,2.21E+20
360,328.846,80.487,370.339,452.567,543.502,77.469,0.4663,0.026315,1.97E+20
361,335.769,80.487,371.426,412.517,518.095,60.483,0.3758,0.025416,1.98E+20
362,342.692,80.487,339.107,383.605,554.321,75.03,0.4089,0.022317,2.00E+20
363,349.615,80.487,319.875,394.747,509.18,56.767,0.3728,0.02012,1.86E+20
364,356.539,80.487,322.456,407.761,463.251,62.03,0.4601,0.023394,1.82E+20
365,3.214,79.753,293.185,377.383,511.186,63.052,0.5045,0.01819,1.56E+20
366,9.643,79.753,273.589,402.31,541.815,60.526,0.463,0.017834,1.43E+20
367,16.071,79.753,246.098,398.379,612.477,63.773,0.4226,0.013382,1.25E+20
368,22.5,79.753,248.765,329.187,661.059,63.248,0.4187,0.011159,9.15E+19
369,28.929,79.753,254.185,315.273,696.472,76.431,0.4255,0.010233,8.72E+19
370,35.357,79.753,281.462,315.851,623.656,45.713,0.3149,0.010364,9.90E+19
371,41.786,79.753,319.157,355.627,586.814,63.494,0.3685,0.013932,1.25E+20
372,48.214,79.753,373.688,504.228,522.393,56.894,0.4059,0.013008,1.31E+20
373,54.643,79.753,333.477,408.106,574.462,72.697,0.3532,0.015096,1.32E+20
374,61.071,79.753,338.089,409.644,595.052,72.535,0.3288,0.012379,1.12E+20
375,67.5,79.753,345.953,367.866,637.532,66.146,0.2387,0.011198,1.07E+20
376,73.929,79.753,361.703,362.93,589.373,69.359,0.298,0.012607,1.00E+20
377,80.357,79.753,359.226,376.443,537.543,70.124,0.3496,0.011254,1.06E+20
378,86.786,79.753,381.112,356.316,690.045,67.97,0.3322,0.008992,9.45E+19
379,93.214,79.753,394.918,382.966,734.229,70.141,0.3347,0.010719,1.09E+20
380,99.643,79.753,445.732,436.478,708.275,48.751,0.3933,0.010515,1.07E+20
381,106.071,79.753,516.936,569.679,616.329,66.997,0.5719,0.013607,1.18E+20
382,112.5,79.753,584.9,NaN,627.286,65.166,0.5454,0.013334,1.33E+20
383,118.929,79.753,588.054,NaN,604.286,55.824,0.6183,0.015681,1.44E+20
384,125.357,79.753,541.431,429.142,544.403,57.857,0.5861,0.015842,1.52E+20
385,131.786,79.753,446.184,407.309,603.334,66.118,0.5021,0.014829,1.49E+20
386,138.214,79.753,394.362,387.201,645.026,65.657,0.4797,0.014074,1.33E+20
387,144.643,79.753,365.658,322.484,650.917,68.214,0.4035,0.011723,1.22E+20
388,151.071,79.753,361.981,371.073,587.442,56.329,0.4039,0.012292,1.19E+20
389,157.5,79.753,352.682,347.045,566.332,52.328,0.3636,0.012198,1.26E+20
390,163.929,79.753,325.967,336.369,570.033,63.505,0.4495,0.012332,1.19E+20
391,170.357,79.753,323.772,325.782,544.47,49.585,0.4982,0.011823,1.11E+20
392,176.786,79.753,311.088,324.122,588.569,55.265,0.4729,0.01314,1.25E+20
393,183.214,79.753,299.773,324.066,524.366,62.336,0.5096,0.017159,1.46E+20
394,189.643,79.753,342.685,449.092,514.772,81.478,0.431,0.019453,1.66E+20
395,196.071,79.753,342.877,355.51,489.817,43.597,0.4792,0.019085,1.67E+20
396,202.5,79.753,375.338,341.71,488.334,65.776,0.4994,0.020693,1.76E+20
397,208.929,79.753,379.76,317.316,513.17,65.283,0.3295,0.020922,1.80E+20
398,215.357,79.753,327.072,304.68,533.864,51.32,0.3977,0.019427,1.65E+20
399,221.786,79.753,329.142,352.377,497.368,67.173,0.3758,0.021681,1.89E+20
400,228.214,79.753,349.013,354.988,489.491,77.827,0.3672,0.026966,2.25E+20
401,234.643,79.753,397.955,414.262,536.835,47.225,0.2576,0.029893,2.83E+20
402,241.071,79.753,389.876,430.318,542.595,61.4,0.3393,0.026675,2.35E+20
403,247.5,79.753,343.776,451.359,490.678,57.548,0.3521,0.029951,2.61E+20
404,253.929,79.753,315.453,391.028,524.122,53.164,0.2661,0.025725,2.59E+20
405,260.357,79.753,322.644,381.888,456.66,58.603,0.2954,0.033772,2.99E+20
406,266.786,79.753,341.036,383.179,435.527,57.295,0.3595,0.032831,2.87E+20
407,273.214,79.753,359.249,383.126,611.797,65.671,0.3849,0.02544,2.28E+20
408,279.643,79.753,326.555,374.801,645.001,70.567,0.4591,0.02465,1.93E+20
409,286.071,79.753,313.444,397.156,557.706,80.004,0.5357,0.023335,1.73E+20
410,292.5,79.753,312.916,404.952,566.458,82.239,0.5218,0.025181,1.79E+20
411,298.929,79.753,347.573,396.745,596.259,61.406,0.4236,0.025228,1.74E+20
412,305.357,79.753,380.445,460.327,591.03,79.648,0.4159,0.028433,1.94E+20
413,311.786,79.753,402.669,544.838,525.958,56.682,0.6165,0.041407,2.52E+20
414,318.214,79.753,361.681,482.725,602.326,73.759,0.5059,0.029498,2.11E+20
415,324.643,79.753,363.563,430.089,634.815,64.16,0.4062,0.023557,1.72E+20
416,331.071,79.753,383.302,438.211,652.441,74.453,0.4596,0.021603,1.65E+20
417,337.5,79.753,350.38,401.16,664.463,65.465,0.331,0.022472,1.77E+20
418,343.929,79.753,327.275,395.582,584.176,69.186,0.4729,0.02264,1.97E+20
419,350.357,79.753,293.737,384.004,573.622,60.671,0.3561,0.020572,1.79E+20
420,356.786,79.753,308.479,403.09,528.156,67.303,0.38,0.022347,1.81E+20
421,3,79.019,308.442,367.871,546.918,57.363,0.4596,0.018021,1.62E+20
422,9,79.019,292.222,355.393,577.732,75.742,0.4183,0.013772,1.31E+20
423,15,79.019,265.913,407.158,523.61,54.413,0.4439,0.019053,1.43E+20
424,21,79.019,257.216,357.006,574.127,73.474,0.417,0.011812,1.04E+20
425,27,79.019,255.788,321.247,667.536,59.768,0.4462,0.011369,8.99E+19
426,33,79.019,283.293,313.185,701.926,61.104,0.4566,0.010456,9.14E+19
427,39,79.019,305.96,321.397,626.487,67.257,0.2798,0.011529,1.07E+20
428,45,79.019,358.022,465.145,543.378,79.607,0.3837,0.013746,1.34E+20
429,51,79.019,345.777,455.937,591.119,64.13,0.4021,0.015966,1.36E+20
430,57,79.019,318.486,467.952,553.184,61.892,0.2635,0.016608,1.37E+20
431,63,79.019,322.279,404.213,591.392,81.806,0.352,0.013411,1.18E+20
432,69,79.019,341.263,368.814,641.383,66.696,0.3353,0.011488,9.42E+19
433,75,79.019,365.48,381.878,584.737,63.111,0.4071,0.012855,1.02E+20
434,81,79.019,369.615,376.109,599.668,52.66,0.4565,0.010609,1.03E+20
435,87,79.019,373.224,390.108,690.461,52.641,0.3551,0.010407,9.66E+19
436,93,79.019,370.934,547.41,626.328,58.222,0.3005,0.011237,1.15E+20
437,99,79.019,427.434,592.936,642.842,72.168,0.2481,0.01168,1.16E+20
438,105,79.019,491.673,578.814,610.638,63.337,0.4511,0.01359,1.14E+20
439,111,79.019,648.817,NaN,638.459,69.72,0.577,0.014392,1.28E+20
440,117,79.019,681.702,NaN,604.355,68.126,0.6376,0.016583,1.44E+20
441,123,79.019,578.092,NaN,548.778,58.396,0.6211,0.016797,1.69E+20
442,129,79.019,497.537,387.238,615.351,66.057,0.6071,0.015303,1.58E+20
443,135,79.019,430.493,378.351,649.132,81.772,0.4813,0.016628,1.67E+20
444,141,79.019,352.35,372.542,588.917,67.268,0.4715,0.015204,1.45E+20
445,147,79.019,350.505,353.108,677.845,63.157,0.47,0.013506,1.23E+20
446,153,79.019,354.853,362.769,654.893,69.617,0.4019,0.011608,1.17E+20
447,159,79.019,359.728,347.389,643.417,65.811,0.4801,0.012336,1.24E+20
448,165,79.019,330.217,328.789,568.454,62.502,0.4808,0.011855,1.10E+20
449,171,79.019,317.783,350.763,571.669,51.665,0.4925,0.012754,1.14E+20
450,177,79.019,305.377,331.629,549.992,50.667,0.5219,0.015276,1.39E+20
451,183,79.019,286.961,350.456,480.206,64.896,0.5409,0.020712,1.62E+20
452,189,79.019,300.229,375.4,499.363,66.774,0.4665,0.018633,1.63E+20
453,195,79.019,296.67,367.012,504.09,77.489,0.4746,0.019533,1.56E+20
454,201,79.019,336.191,342.643,548.536,59.714,0.5139,0.020708,1.68E+20
455,207,79.019,358.541,321.34,467.687,69.162,0.4633,0.020061,1.79E+20
456,213,79.019,325.952,319.446,527.073,43.56,0.3293,0.021528,1.71E+20
457,219,79.019,296.491,315.582,519.201,61.231,0.305,0.019196,1.64E+20
458,225,79.019,321.554,334.971,500.028,63.237,0.305,0.023416,2.04E+20
459,231,79.019,364.38,452.341,496.641,70.227,0.3853,0.02697,2.43E+20
460,237,79.019,426.485,491.903,504.702,67.579,0.3911,0.030833,2.71E+20
461,243,79.019,374.547,415.695,566.667,55.548,0.391,0.025842,2.30E+20
462,249,79.019,323.031,434.227,558.47,51.736,0.3341,0.028103,2.55E+20
463,255,79.019,312.066,340.857,571.424,69.08,0.2387,0.024667,2.41E+20
464,261,79.019,321.895,378.001,471.899,56.778,0.2712,0.034336,2.93E+20
465,267,79.019,351.244,373.239,481.599,64.639,0.41,0.031127,2.60E+20
466,273,79.019,415.416,399.751,546.165,68.329,0.4099,0.026359,2.17E+20
467,279,79.019,346.81,410.457,580.2,93.064,0.4923,0.026964,2.19E+20
468,285,79.019,326.466,445.43,533.796,98.456,0.5698,0.027693,1.98E+20
469,291,79.019,334.534,439.876,614.995,66.673,0.5367,0.025118,1.84E+20
470,297,79.019,353.53,421.079,615.234,73.046,0.4839,0.028858,1.90E+20
471,303,79.019,409.275,442.971,660.967,81.186,0.3704,0.026029,1.72E+20
472,309,79.019,393.608,493.515,690.972,65.9,0.6182,0.031392,1.88E+20
473,315,79.019,356.769,408.548,667.499,81.159,0.5111,0.024996,1.80E+20
474,321,79.019,334.661,417.357,613.91,85.722,0.4706,0.025451,1.86E+20
475,327,79.019,345.782,379.222,680.556,105.674,0.1672,0.021874,1.62E+20
476,333,79.019,345.089,370.314,684.187,70.582,0.5055,0.020648,1.69E+20
477,339,79.019,330.561,400.68,816.976,101.842,0.5431,0.023136,1.78E+20
478,345,79.019,315.193,425.99,634.993,90.509,0.4122,0.025181,2.15E+20
479,351,79.019,294.274,387.305,637.783,91.359,0.3547,0.020937,1.87E+20
480,357,79.019,299.217,386.958,544.669,66.169,0.422,0.019608,1.88E+20
481,2.813,78.284,313.65,369.515,589.158,62.45,0.4375,0.019564,1.75E+20
482,8.438,78.284,305.723,341.371,495.11,42.969,0.432,0.014651,1.36E+20
483,14.063,78.284,284.503,364.383,554.306,44.746,0.3532,0.015485,1.36E+20
484,19.688,78.284,270.104,351.131,516.872,61.713,0.3933,0.013962,1.23E+20
485,25.313,78.284,250.607,326.303,544.287,54.859,0.4132,0.010948,9.64E+19
486,30.938,78.284,269.614,367.459,650.614,58.225,0.481,0.012207,1.08E+20
487,36.563,78.284,299.147,342.106,616.202,55.48,0.4303,0.011666,1.00E+20
488,42.188,78.284,338.6,404.76,643.541,62.009,0.3994,0.013977,1.18E+20
489,47.813,78.284,352.869,487.66,602.229,73.841,0.4524,0.016191,1.44E+20
490,53.438,78.284,318.339,427.543,534.296,62.383,0.4465,0.015792,1.34E+20
491,59.063,78.284,304.359,378.825,610.666,62.352,0.4061,0.014576,1.26E+20
492,64.688,78.284,317.083,482.326,587.941,73.296,0.3465,0.011799,1.17E+20
493,70.313,78.284,351.805,408.56,636.493,74.941,0.3657,0.012171,8.39E+19
494,75.938,78.284,376.684,382.963,660.4,94.577,0.4392,0.011016,9.78E+19
495,81.563,78.284,369.963,382.645,660.154,66.744,0.517,0.011666,1.00E+20
496,87.188,78.284,364.01,460.607,647.866,59.455,0.3026,0.012149,1.02E+20
497,92.813,78.284,369.821,558.248,665.099,73.652,0.198,0.012421,1.26E+20
498,98.438,78.284,403.026,591.377,732.46,64.692,0.3334,0.012843,1.31E+20
499,104.063,78.284,454.551,604.205,576.76,61.106,0.3932,0.015184,1.17E+20
500,109.688,78.284,535.723,NaN,586.822,65.847,0.5453,0.013621,1.26E+20
501,115.313,78.284,605.005,NaN,591.059,63.286,0.5913,0.015065,1.39E+20
502,120.938,78.284,658.285,NaN,580.708,50.028,0.7012,0.018146,1.78E+20
503,126.563,78.284,545.94,365.622,533.563,54.79,0.6455,0.014722,1.84E+20
504,132.188,78.284,488.495,375.711,565.19,77.5,0.5635,0.017309,1.76E+20
505,137.813,78.284,411.869,352.647,596.854,62.047,0.4737,0.014004,1.36E+20
506,143.438,78.284,348.305,332.107,619.695,58.04,0.4625,0.012367,1.20E+20
507,149.063,78.284,319.361,322.946,694.633,66.945,0.505,0.010858,1.08E+20
508,154.688,78.284,355.954,375.181,578.911,58.358,0.4918,0.015597,1.55E+20
509,160.313,78.284,410.24,384.279,516.692,54.323,0.5106,0.016382,1.76E+20
510,165.938,78.284,356.257,337.814,586.849,70.82,0.5482,0.012971,1.13E+20
511,171.563,78.284,308.655,341.457,600.72,64.577,0.5021,0.013505,1.32E+20
512,177.188,78.284,286.894,373.465,545.769,68.049,0.5106,0.017668,1.61E+20
513,182.813,78.284,276.007,377.886,468.478,48.574,0.5675,0.022142,1.78E+20
514,188.438,78.284,262.334,365.565,500.662,65.122,0.6142,0.019426,1.64E+20
515,194.063,78.284,250.354,329.955,506.693,61.174,0.555,0.017025,1.42E+20
516,199.688,78.284,285.578,344.688,487.937,72.142,0.5237,0.020977,1.76E+20
517,205.313,78.284,313.791,335.67,475.668,64.184,0.4995,0.022839,1.89E+20
518,210.938,78.284,321.956,357.99,438.077,63.931,0.3887,0.022895,1.75E+20
519,216.563,78.284,305.063,323.377,514.575,73.12,0.4263,0.020407,1.64E+20
520,222.188,78.284,285.377,323.718,487.664,65.318,0.3578,0.020235,1.65E+20
521,227.813,78.284,335.024,384.686,520.663,54.163,0.3057,0.024861,2.15E+20
522,233.438,78.284,385.445,476.114,511.733,55.187,0.4011,0.028179,2.33E+20
523,239.063,78.284,415.921,447.773,511.135,56.309,0.4239,0.028088,2.50E+20
524,244.688,78.284,348.128,480.708,524.934,63.477,0.4337,0.029818,2.39E+20
525,250.313,78.284,317.874,434.535,515.081,57.816,0.3136,0.035794,2.75E+20
526,255.938,78.284,313.794,370.601,537.685,59.76,0.2704,0.026846,2.50E+20
527,261.563,78.284,336.421,386.225,462.751,72.303,0.297,0.035636,2.95E+20
528,267.188,78.284,378.736,354.321,527.272,74.367,0.3902,0.028119,2.35E+20
529,272.813,78.284,387.232,384.883,561.769,88.725,0.4248,0.025854,2.23E+20
530,278.438,78.284,356.882,420.162,577.062,83.007,0.5452,0.0279,2.30E+20
531,284.063,78.284,344.909,438.674,521.449,94.098,0.4613,0.031141,2.29E+20
532,289.688,78.284,348.977,500.118,503.048,81.083,0.4795,0.03419,2.35E+20
533,295.313,78.284,364.728,456.461,607.65,83.984,0.5082,0.031353,2.12E+20
534,300.938,78.284,385.995,437.928,664.427,71.344,0.4823,0.027398,1.77E+20
535,306.563,78.284,376.802,390.466,775.528,80.632,0.4586,0.022366,1.66E+20
536,312.188,78.284,338.138,352.669,701.902,83.932,0.6878,0.022674,1.51E+20
537,317.813,78.284,325.267,410.451,664.008,69.5,0.4218,0.024004,1.87E+20
538,323.438,78.284,322.349,403.853,715.394,83.91,0.4478,0.024297,1.86E+20
539,329.063,78.284,323.055,374.129,814.924,100.937,0.3996,0.022647,1.76E+20
540,334.688,78.284,336.474,393.148,1021.676,86.297,0.5418,0.023847,1.79E+20
541,340.313,78.284,312.736,400.138,1091.868,119.908,0.4732,0.027199,1.90E+20
542,345.938,78.284,315.381,459.391,847.848,100.163,0.3523,0.02665,2.16E+20
543,351.563,78.284,294.69,443.73,839.38,90.134,0.3988,0.021943,1.82E+20
544,357.188,78.284,303.399,409.854,739.217,86.665,0.4368,0.020995,1.85E+20
545,2.647,77.549,329.43,405.048,823.8,99.298,0.5152,0.023664,1.98E+20
546,7.941,77.549,313.365,384.455,689.608,82.806,0.4685,0.020556,1.79E+20
547,13.235,77.549,304.019,330.926,574.123,46.688,0.1663,0.013908,1.32E+20
548,18.529,77.549,273.371,345.848,513.033,75.928,0.406,0.014306,1.44E+20
549,23.824,77.549,258.068,345.803,531.641,67.967,0.4517,0.014235,1.14E+20
550,29.118,77.549,256.575,373.695,592.341,75.396,0.4118,0.01172,1.15E+20
551,34.412,77.549,286.471,365.089,679.358,105.238,0.3987,0.012831,1.09E+20
552,39.706,77.549,317.14,355.594,548.746,77.22,0.5011,0.013368,1.18E+20
553,45,77.549,315.975,471.818,625.479,70.965,0.5173,0.014337,1.30E+20
554,50.294,77.549,315.383,470.367,578.532,77.849,0.4368,0.017188,1.53E+20
555,55.588,77.549,311.84,495.05,574.459,43.281,0.4606,0.015421,1.34E+20
556,60.882,77.549,309.929,490.197,598.31,60.711,0.4242,0.014907,1.28E+20
557,66.177,77.549,330.809,499.63,589.219,70.984,0.2674,0.015162,1.21E+20
558,71.471,77.549,356.466,402.922,681.266,63.998,0.3872,0.010369,8.19E+19
559,76.765,77.549,377.331,405.443,630.551,66.824,0.4435,0.012391,1.09E+20
560,82.059,77.549,357.057,393.741,655.719,55.021,0.4508,0.011798,1.09E+20
561,87.353,77.549,344.163,386.855,637.599,71.893,0.3288,0.010601,9.72E+19
562,92.647,77.549,353.522,430.08,616.899,69.932,0.2238,0.012007,1.22E+20
563,97.941,77.549,378.778,461.375,721.651,73.069,0.4555,0.012148,1.22E+20
564,103.235,77.549,422.791,583.987,705.827,84.38,0.481,0.013674,1.14E+20
565,108.529,77.549,482.079,517.229,617.278,67.231,0.4939,0.014979,1.28E+20
566,113.824,77.549,512.957,476.031,607.868,64.099,0.4613,0.014816,1.41E+20
567,119.118,77.549,537.121,414.748,532.3,46.776,0.6605,0.016361,1.71E+20
568,124.412,77.549,524.499,355.874,563.208,54.978,0.605,0.013993,1.83E+20
569,129.706,77.549,528.397,382.03,531.192,56.392,0.5771,0.015879,1.93E+20
570,135,77.549,493.169,397.155,546.32,49.714,0.5269,0.01549,1.54E+20
571,140.294,77.549,381.536,354.183,599.302,62.586,0.4537,0.013248,1.16E+20
572,145.588,77.549,333.96,324.291,661.733,64.384,0.4755,0.012124,1.17E+20
573,150.882,77.549,348.484,355.629,622.78,67.785,0.4402,0.015189,1.43E+20
574,156.177,77.549,375.89,366.977,544.421,62.569,0.5252,0.020559,2.08E+20
575,161.471,77.549,389.973,381.504,534.74,58.119,0.5784,0.021835,2.02E+20
576,166.765,77.549,381.331,383.596,535.231,60.348,0.6539,0.017444,1.51E+20
577,172.059,77.549,313.691,374.513,560.124,58.745,0.6289,0.017018,1.52E+20
578,177.353,77.549,286.605,386.171,519.354,69.909,0.5747,0.017622,1.66E+20
579,182.647,77.549,272.479,381.222,512.743,54.183,0.5644,0.021766,1.76E+20
580,187.941,77.549,259.345,366.096,533.094,74.119,0.5926,0.020981,1.65E+20
581,193.235,77.549,240.335,317.297,502.451,56.951,0.5881,0.017077,1.46E+20
582,198.529,77.549,260.997,320.457,500.678,62.905,0.5694,0.01983,1.65E+20
583,203.824,77.549,273.104,342.151,500.021,52.92,0.5409,0.024868,2.00E+20
584,209.118,77.549,294.769,369.127,468.077,51.557,0.3423,0.023399,1.91E+20
585,214.412,77.549,285.943,343.374,511.641,56.794,0.377,0.020411,1.61E+20
586,219.706,77.549,NaN,315.888,503.605,60.485,0.3958,0.019214,1.57E+20
587,225,77.549,316.474,317.26,492.946,70.741,0.3825,0.020326,1.65E+20
588,230.294,77.549,390.868,372.494,505.283,72.569,0.3517,0.027419,2.20E+20
589,235.588,77.549,368.411,426.537,516.056,53.672,0.3751,0.025528,2.27E+20
590,240.882,77.549,365.613,430.325,579.501,54.322,0.4785,0.028661,2.51E+20
591,246.177,77.549,330.418,471.984,535.257,48.588,0.4703,0.032495,2.51E+20
592,251.471,77.549,314.925,402.209,561.752,58.555,0.326,0.03179,2.39E+20
593,256.765,77.549,326.212,421.066,479.759,65.599,0.3334,0.033228,2.87E+20
594,262.059,77.549,355.787,399.494,452.523,68.76,0.2855,0.033891,2.88E+20
595,267.353,77.549,430.446,407.034,571.391,81.326,0.3637,0.026266,2.13E+20
596,272.647,77.549,388.961,425.382,565.524,82.923,0.3443,0.025589,2.13E+20
597,277.941,77.549,362.021,451.809,498.081,105.883,0.652,0.028572,2.40E+20
598,283.235,77.549,354.653,454.036,589.737,134.887,0.4271,0.031103,2.45E+20
599,288.529,77.549,366.548,445.506,516.574,99.744,0.432,0.034089,2.39E+20
600,293.824,77.549,388.321,491.53,649.402,79.862,0.5072,0.026499,1.97E+20
601,299.118,77.549,398.184,449.265,724.82,94.614,0.3248,0.028131,1.93E+20
602,304.412,77.549,378.445,418.3,762.594,68.597,0.4694,0.02465,1.91E+20
603,309.706,77.549,346.459,388.606,689.912,72.547,0.507,0.024783,1.90E+20
604,315,77.549,315.244,355.07,703.693,88.783,0.4735,0.023833,1.78E+20
605,320.294,77.549,299.128,402.442,702.144,82.551,0.3556,0.025226,1.98E+20
606,325.588,77.549,310.652,388.046,925.597,103.426,0.405,0.023402,1.84E+20
607,330.882,77.549,330.695,389.511,977.009,87.447,0.4495,0.024193,1.82E+20
608,336.177,77.549,307.873,394,1039.776,101.942,0.499,0.021992,1.68E+20
609,341.471,77.549,315.702,417.401,1023.14,126.699,0.4415,0.029179,2.03E+20
610,346.765,77.549,306.024,453.947,1051.463,121.912,0.3585,0.024726,1.92E+20
611,352.059,77.549,306.285,429.257,961.877,104.235,0.4307,0.022017,1.83E+20
612,357.353,77.549,312.407,366.439,886.615,123.545,0.3537,0.020715,1.79E+20
613,2.5,76.814,343.35,416.172,925.305,131.233,0.5562,0.020575,1.74E+20
