pixel number,Galactic Longitude,Galactic Latitude,FIMS FUV (CU),GALEX FUV (CU),RASS xray band2,RASS xray band5,H-alpha,E(B-V),N(H I)
20707,137.813,8.989,1916.484,1399.819,143.536,19.481,3.4534,1.009831,3.28E+21
20708,139.219,8.989,2092.057,1622.534,163.135,26.99,3.3534,0.89241,3.12E+21
20709,140.625,8.989,1904.747,1383.65,170.643,21.839,3.5431,1.143471,2.97E+21
20710,142.031,8.989,1709.727,1596.893,159.043,22.936,4.6288,0.891663,2.53E+21
20711,143.438,8.989,NaN,1579.096,157.332,54.818,6.7362,0.93382,2.76E+21
20712,144.844,8.989,NaN,1609.889,147.921,39.716,5.8848,0.953192,2.88E+21
20713,146.25,8.989,NaN,1829.569,159.578,34.683,4.8554,0.876336,3.09E+21
20714,147.656,8.989,NaN,1985.196,164.532,31.482,5.321,0.842572,3.46E+21
20715,149.063,8.989,NaN,1838.104,149.946,25.473,5.3638,0.722018,3.18E+21
20716,150.469,8.989,NaN,1677.643,177.819,28.682,2.558,0.940018,2.90E+21
20717,151.875,8.989,NaN,1724.961,154.159,35.378,2.2573,0.678855,2.60E+21
20718,153.281,8.989,NaN,1620.225,139.663,20.837,2.1513,0.826412,2.32E+21
20719,154.688,8.989,NaN,1886.399,127.058,19.84,1.6798,0.65312,2.51E+21
20720,156.094,8.989,NaN,2055.314,136.624,32.673,2.0479,0.440779,2.34E+21
20721,157.5,8.989,NaN,1990.196,182.209,46.895,1.663,0.393559,2.59E+21
20722,158.906,8.989,NaN,1998.174,156.207,29.752,1.3629,0.38428,2.36E+21
20723,160.313,8.989,NaN,1870.225,164.911,28.053,1.9952,0.414554,2.31E+21
20724,161.719,8.989,NaN,1881.96,185.551,27.88,1.4294,0.365156,2.14E+21
20725,163.125,8.989,NaN,1709.45,178.79,25.638,1.8206,0.409254,2.16E+21
20726,164.531,8.989,NaN,1593.335,187.986,40.925,2.0427,0.404225,2.12E+21
20727,165.938,8.989,NaN,1708.345,170.808,32.692,2.2148,0.457841,2.23E+21
20728,167.344,8.989,NaN,2154.312,189.405,49.318,1.9698,0.322307,2.25E+21
20729,168.75,8.989,NaN,2020.897,211.555,37.924,1.8557,0.264446,2.12E+21
20730,170.156,8.989,NaN,2120.806,212.273,34.4,1.7851,0.28155,2.28E+21
20731,171.563,8.989,NaN,NaN,181.981,48.63,1.5718,0.361034,2.52E+21
20732,172.969,8.989,NaN,NaN,180.679,41.666,1.654,0.334542,2.57E+21
20733,174.375,8.989,NaN,1955.216,208.154,59.527,1.851,0.256001,2.19E+21
20734,175.781,8.989,NaN,NaN,214.693,60.189,2.3431,0.303304,2.57E+21
20735,177.188,8.989,NaN,2015.119,196.722,41.517,4.0269,0.348882,2.50E+21
20736,178.594,8.989,NaN,2220.522,216.363,46.151,3.75,0.368613,2.68E+21
20737,180,8.989,NaN,2105.008,219.531,50.353,3.2817,0.375344,2.77E+21
20738,181.406,8.989,NaN,2121.767,207.71,52.901,3.1396,0.261119,2.25E+21
20739,182.813,8.989,NaN,2231.471,219.617,44.074,4.0318,0.230413,2.29E+21
20740,184.219,8.989,NaN,2283.729,247.665,69.276,5.5174,0.216802,2.17E+21
20741,185.625,8.989,NaN,NaN,242.522,50.927,6.4144,0.216306,2.14E+21
20742,187.031,8.989,NaN,2147.829,257.336,51.307,7.1524,0.159496,1.80E+21
20743,188.438,8.989,2641.59,2190.354,221.653,60.398,10.3217,0.156693,1.60E+21
20744,189.844,8.989,2704.019,2311.518,272.044,51.984,10.7328,0.147083,1.71E+21
20745,191.25,8.989,2630.187,2468.126,263.193,74.421,11.5676,0.184691,1.76E+21
20746,192.656,8.989,2477.528,NaN,321.087,59.463,11.2706,0.257601,1.86E+21
20747,194.063,8.989,2496.685,NaN,394.966,79.705,9.1541,0.115399,1.21E+21
20748,195.469,8.989,2564.259,NaN,499.789,81.968,9.4801,0.096268,1.11E+21
20749,196.875,8.989,2409.883,NaN,483.802,84.867,6.2323,0.075993,9.74E+20
20750,198.281,8.989,2299.399,NaN,451.006,70.106,5.9238,0.080732,1.04E+21
20751,199.688,8.989,2239.889,1461.823,403.794,86.695,4.732,0.08961,1.08E+21
20752,201.094,8.989,2307.466,NaN,467.209,59.044,5.6851,0.082181,9.77E+20
20753,202.5,8.989,2175.118,1856.801,521.631,69.352,4.5576,0.086362,8.33E+20
20754,203.906,8.989,2066.498,1506.969,469.817,73.141,4.4843,0.064555,8.33E+20
20755,205.313,8.989,2110.721,1594.462,414.568,55.163,3.7292,0.10598,1.03E+21
20756,206.719,8.989,2195.667,1666.225,457.054,55.51,4.0648,0.100404,1.34E+21
20757,208.125,8.989,2224.387,NaN,530.615,66.534,3.51,0.087908,1.36E+21
20758,209.531,8.989,2264.368,NaN,568.937,73.906,3.2867,0.058899,1.05E+21
20759,210.938,8.989,2128.737,1715.444,480.653,69.502,4.1547,0.099647,1.19E+21
20760,212.344,8.989,2154.645,1808.114,408.966,73.614,3.6689,0.143867,1.35E+21
20761,213.75,8.989,2241.568,2047.394,325.346,58.879,5.1108,0.123033,1.13E+21
20762,215.156,8.989,2298.076,NaN,331.239,56.67,5.0182,0.163615,1.18E+21
20763,216.563,8.989,2361.32,NaN,270.89,63.919,2.5303,0.169743,1.22E+21
20764,217.969,8.989,2459.91,NaN,259.78,62.138,2.2768,0.134139,1.11E+21
20765,219.375,8.989,2626.543,NaN,286.193,63.843,1.8973,0.098095,1.04E+21
20766,220.781,8.989,2845.007,1795.428,276.998,61.15,1.7856,0.093584,1.05E+21
20767,222.188,8.989,2932.076,1919.533,280.6,59.16,2.3366,0.121891,1.18E+21
20768,223.594,8.989,3119.416,2137.579,256.536,45.163,2.3502,0.131506,1.19E+21
20769,225,8.989,3196.954,2079.471,233.559,45.302,2.9098,0.170037,1.13E+21
20770,226.406,8.989,3257.814,NaN,211.034,65.184,3.1285,0.096968,9.31E+20
20771,227.813,8.989,3308.351,NaN,230.664,62.581,3.1689,0.099338,1.02E+21
20772,229.219,8.989,3358.785,2249.175,249.494,66.305,3.0666,0.121266,1.13E+21
20773,230.625,8.989,3397.542,2281.471,236.879,54.28,2.8286,0.130201,1.25E+21
20774,232.031,8.989,2886.276,2100.47,211.077,60.128,3.247,0.101531,1.08E+21
20775,233.438,8.989,2492.749,NaN,289.031,69.744,3.8966,0.090081,8.91E+20
20776,234.844,8.989,2462.248,NaN,247.015,70.871,3.9171,0.069509,7.13E+20
20777,236.25,8.989,2631.798,NaN,272.984,66.447,5.2007,0.07821,7.45E+20
20778,237.656,8.989,2735.448,NaN,217.973,57.018,4.7836,0.089915,1.00E+21
20779,239.063,8.989,2827.635,2312.503,196.421,78.217,6.7312,0.091295,9.87E+20
20780,240.469,8.989,3044.99,NaN,238.049,73.199,10.7577,0.099862,9.19E+20
20781,241.875,8.989,3125.075,NaN,217.92,57.495,16.1896,0.112444,9.12E+20
20782,243.281,8.989,3291.808,3382.674,235.59,72.043,27.2254,0.106901,8.00E+20
20783,244.688,8.989,3404.335,3406.162,277.776,52.318,27.215,0.105683,7.81E+20
20784,246.094,8.989,3450.11,3254.052,230.265,70.202,27.8436,0.104264,8.21E+20
20785,247.5,8.989,3676.691,4181.086,220.218,93.516,41.975,0.109823,8.18E+20
20786,248.906,8.989,3652.045,3757.462,295.758,72.75,29.9765,0.115508,1.00E+21
20787,250.313,8.989,3669.653,3928.143,257.652,63.032,27.8362,0.124677,1.12E+21
20788,251.719,8.989,3775.675,NaN,260.938,67.874,28.9019,0.158814,1.33E+21
20789,253.125,8.989,3898.229,NaN,250.943,63.35,27.5772,0.174397,1.43E+21
20790,254.531,8.989,3755,4772.786,217.754,72.052,29.7935,0.287311,1.96E+21
20791,255.938,8.989,3720.373,4515.085,238.424,50.935,23.9035,0.306666,2.31E+21
20792,257.344,8.989,3497.402,4051.525,250.989,58.09,20.9244,0.264205,2.23E+21
20793,258.75,8.989,3414.017,3703.89,284.553,68.046,22.8035,0.340944,2.23E+21
20794,260.156,8.989,3314.366,3200.338,275.214,69.356,15.7758,0.323162,2.30E+21
20795,261.563,8.989,3267.602,2974.608,290.294,70.628,12.9938,0.212613,1.89E+21
20796,262.969,8.989,3295.505,3100.442,314.233,79.751,17.6685,0.182986,1.71E+21
20797,264.375,8.989,3381.599,3355.358,344.907,66.034,20.5694,0.202595,1.89E+21
20798,265.781,8.989,3397.142,3559.522,319.289,64.177,28.1005,0.37833,2.25E+21
20799,267.188,8.989,3495.589,3656.93,304.659,67.427,33.1974,0.49477,2.52E+21
20800,268.594,8.989,3913.84,3427.561,399.238,96.479,21.944,0.403152,2.31E+21
20801,270,8.989,4422.549,4991.206,339.236,68.964,44.5418,0.490035,2.36E+21
20802,271.406,8.989,4616.606,NaN,427.87,91.655,40.2684,0.369633,2.12E+21
20803,272.813,8.989,4320.427,4262.129,524.304,85.161,27.9972,0.233395,1.62E+21
20804,274.219,8.989,4115.283,4183.771,433.605,116.192,30.7098,0.146485,1.12E+21
20805,275.625,8.989,4081.825,4685.436,380.186,98.342,35.5738,0.184838,1.17E+21
20806,277.031,8.989,3947.339,4053.606,323.856,94.459,25.673,0.237261,1.43E+21
20807,278.438,8.989,3709.993,3758.956,283.631,94.853,20.979,0.213235,1.47E+21
20808,279.844,8.989,3636.216,3697.94,356.43,78.705,18.5488,0.232781,1.71E+21
20809,281.25,8.989,3727.732,NaN,302.1,63.318,19.4581,0.252456,1.97E+21
20810,282.656,8.989,3969.415,3957.664,381.3,65.945,21.6133,0.308932,2.19E+21
20811,284.063,8.989,4097.625,4528.993,237.783,58.378,20.0734,0.345884,2.18E+21
20812,285.469,8.989,4172.141,4837.63,209.174,64.816,20.6872,0.313272,2.06E+21
20813,286.875,8.989,4226.461,4877.435,206.294,94.39,23.891,0.314216,1.99E+21
20814,288.281,8.989,4235.639,4625.841,231.441,56.073,19.9713,0.266766,1.78E+21
20815,289.688,8.989,4184.723,4153.325,223.098,48.838,20.0918,0.250708,1.60E+21
20816,291.094,8.989,4285.893,4372.935,201.178,88.884,19.5677,0.221929,1.64E+21
20817,292.5,8.989,4312.899,4597.632,221.833,104.079,21.407,0.204093,1.57E+21
20818,293.906,8.989,4345.535,4801.16,234.896,85.249,19.559,0.182059,1.56E+21
20819,295.313,8.989,4403.669,NaN,217.974,73.089,18.5865,0.166782,1.46E+21
20820,296.719,8.989,4667.399,NaN,367.02,233.791,22.1054,0.167384,1.44E+21
20821,298.125,8.989,4856.396,NaN,259.173,127.66,22.6585,0.181903,1.55E+21
20822,299.531,8.989,5216.895,NaN,235.492,81.083,20.9149,0.178361,1.69E+21
20823,300.938,8.989,5459.357,7191.081,234.787,121.733,23.6619,0.210926,1.75E+21
20824,302.344,8.989,5545.476,7612.555,225.633,134.053,26.2586,0.256502,1.95E+21
20825,303.75,8.989,5424.147,NaN,259.506,87.739,25.6549,0.366634,2.41E+21
20826,305.156,8.989,5164.526,NaN,142.603,109.009,23.881,0.419885,2.61E+21
20827,306.563,8.989,NaN,NaN,171.729,50.439,22.9093,0.545176,2.74E+21
20828,307.969,8.989,NaN,NaN,211.789,101.08,24.0529,0.384222,2.54E+21
20829,309.375,8.989,NaN,NaN,173.489,98.978,18.5864,0.334627,2.47E+21
20830,310.781,8.989,NaN,NaN,266.826,94.81,16.7612,0.416816,2.75E+21
20831,312.188,8.989,NaN,NaN,34.651,32.125,15.6908,0.400984,2.67E+21
20832,313.594,8.989,NaN,NaN,156.27,49.021,11.4305,0.449477,2.87E+21
20833,315,8.989,NaN,NaN,204.126,65.877,11.2884,0.524178,3.04E+21
20834,316.406,8.989,NaN,NaN,252.385,74.761,10.0658,0.395574,2.71E+21
20835,317.813,8.989,NaN,NaN,199.707,89.123,9.9663,0.396771,2.46E+21
20836,319.219,8.989,NaN,NaN,182.853,87.818,10.4312,0.367236,2.38E+21
20837,320.625,8.989,NaN,NaN,208.351,161.74,11.1106,0.298592,2.13E+21
20838,322.031,8.989,NaN,NaN,208.456,145.572,12.0139,0.304046,2.00E+21
20839,323.438,8.989,NaN,NaN,218.322,130.889,10.8294,0.297181,1.97E+21
20840,324.844,8.989,NaN,NaN,237.107,129.937,12.7288,0.255851,1.91E+21
20841,326.25,8.989,NaN,NaN,188.285,168.887,11.4707,0.280637,1.87E+21
20842,327.656,8.989,NaN,NaN,219.896,206.501,10.7789,0.295833,1.88E+21
20843,329.063,8.989,NaN,NaN,221.38,194.711,9.3752,0.337845,1.93E+21
20844,330.469,8.989,NaN,NaN,247.156,243.508,10.5165,0.335607,1.98E+21
20845,331.875,8.989,NaN,NaN,222.018,221.775,12.6015,0.308236,1.93E+21
20846,333.281,8.989,NaN,NaN,261.841,288.933,14.2673,0.263489,1.94E+21
20847,334.688,8.989,NaN,NaN,219.833,253.929,13.3375,0.395692,2.14E+21
20848,336.094,8.989,NaN,NaN,215.905,266.363,13.52,0.585792,2.12E+21
20849,337.5,8.989,NaN,NaN,217.83,205.491,16.5441,0.579168,2.15E+21
20850,338.906,8.989,NaN,NaN,281.734,202.13,16.8183,0.684209,2.18E+21
20851,340.313,8.989,3188.164,NaN,267.194,121.134,14.5189,1.009985,2.03E+21
20852,341.719,8.989,3313.086,NaN,231.842,83.128,14.2184,1.120321,2.08E+21
20853,343.125,8.989,3849.795,NaN,223.42,112.221,11.7942,1.146042,2.22E+21
20854,344.531,8.989,4732.85,NaN,235.719,170.542,14.3285,0.700483,2.27E+21
20855,345.938,8.989,NaN,NaN,235.632,224.177,20.2111,0.492632,2.26E+21
20856,347.344,8.989,5235.619,NaN,219.645,206.604,26.0539,0.505605,2.32E+21
20857,348.75,8.989,5150.746,NaN,234.804,204.954,22.3317,0.459409,2.33E+21
20858,350.156,8.989,5274.063,NaN,195.303,359.74,19.75,0.387452,2.13E+21
20859,351.563,8.989,5252.611,NaN,224.733,274.996,23.2337,0.413218,1.80E+21
20860,352.969,8.989,5110.466,NaN,205.541,430.546,17.5499,0.281856,1.64E+21
20861,354.375,8.989,4908.831,NaN,203.917,460.995,15.1638,0.257977,1.56E+21
20862,355.781,8.989,4582.675,NaN,210.42,458.319,13.9967,0.268122,1.47E+21
20863,357.188,8.989,4149.844,NaN,182.069,358.17,13.0557,0.358648,1.65E+21
20864,358.594,8.989,3867.94,NaN,153.17,226.271,18.4219,0.508079,2.20E+21
20865,0.703,8.386,3966.33,5207.512,184.927,156.782,10.2883,0.808285,2.21E+21
20866,2.109,8.386,3661.546,3017.984,139.574,155.984,8.6907,0.910269,2.04E+21
20867,3.516,8.386,3255.82,4133.172,208.54,140.075,7.4566,0.975642,1.89E+21
20868,4.922,8.386,3218.84,4014.6,164.891,192.363,9.1726,0.745151,1.80E+21
20869,6.328,8.386,3188.081,3258.694,221.951,141.574,7.7519,0.789146,1.98E+21
20870,7.734,8.386,3419.591,3815.821,194.66,273.695,8.438,0.443096,1.97E+21
20871,9.141,8.386,3635.864,4522.561,206.375,321.577,9.7367,0.447997,2.02E+21
20872,10.547,8.386,3650.733,NaN,200.657,313.696,8.6,0.436672,2.07E+21
20873,11.953,8.386,3356.824,3919.491,162.946,400.861,9.0657,0.430514,1.99E+21
20874,13.359,8.386,3159.238,3886.256,187.032,284.684,9.6315,0.510812,2.24E+21
20875,14.766,8.386,2752.216,3159.845,186.73,150.293,5.7592,0.786811,2.22E+21
20876,16.172,8.386,2391.69,2773.337,180.711,76.399,4.2125,1.214018,2.40E+21
20877,17.578,8.386,2119.709,2424.153,158.983,58.291,5.4302,1.139499,2.65E+21
20878,18.984,8.386,2049.711,2447.457,190.73,58.314,4.3652,1.229031,2.45E+21
20879,20.391,8.386,1951.105,2395.22,182.059,80.834,5.1251,1.034914,2.43E+21
20880,21.797,8.386,1729.476,2089.911,205.874,98.019,5.2,1.221231,2.37E+21
20881,23.203,8.386,1551.767,NaN,153.098,21.863,3.1347,2.450357,2.46E+21
20882,24.609,8.386,1500.279,NaN,153.459,35.265,3.625,1.891982,2.51E+21
20883,26.016,8.386,1591.066,1642.799,148.016,53.862,3.4449,1.611971,2.51E+21
20884,27.422,8.386,1661.317,1925.383,195.555,41.762,3.69,1.233931,2.32E+21
20885,28.828,8.386,1685.575,1871.233,175.052,98.82,4.911,0.689764,2.26E+21
20886,30.234,8.386,1723.039,1794.155,186.773,63.96,5.3164,0.80074,2.25E+21
20887,31.641,8.386,1994.347,2116.348,164.29,92.482,7.1367,0.541879,2.12E+21
20888,33.047,8.386,2425.201,2334.452,199.822,92.27,7.7014,0.434228,2.13E+21
20889,34.453,8.386,2665.296,NaN,189.179,88.918,6.1807,0.411577,2.17E+21
20890,35.859,8.386,2803.625,NaN,191.041,143.633,5.1093,0.368351,2.08E+21
20891,37.266,8.386,2819.102,2486.134,206.129,142.756,4.8837,0.254261,1.74E+21
20892,38.672,8.386,2762.526,2448.405,196.503,125.718,4.2739,0.222512,1.63E+21
20893,40.078,8.386,2730.648,2444.769,209.252,102.8,3.5002,0.262268,1.78E+21
20894,41.484,8.386,2637.242,2171.219,196.85,100.582,3.5264,0.327943,1.77E+21
20895,42.891,8.386,2148.334,1666.467,206.8,74.703,2.2991,0.531434,1.57E+21
20896,44.297,8.386,2026.105,1625.708,215.339,55.41,2.0768,0.645424,1.66E+21
20897,45.703,8.386,2173.202,1990.879,192.966,69.786,2.1138,0.476792,1.55E+21
20898,47.109,8.386,2304.927,2338.1,190.931,60.129,2.9014,0.39072,1.86E+21
20899,48.516,8.386,2451.281,2378.509,188.104,56.99,2.6006,0.333996,1.91E+21
20900,49.922,8.386,NaN,2415.831,183.087,63.276,2.7506,0.381074,1.94E+21
20901,51.328,8.386,NaN,NaN,204.418,70.124,2.7051,0.324518,1.65E+21
20902,52.734,8.386,NaN,2942.197,201.239,67.308,2.7623,0.341687,1.62E+21
20903,54.141,8.386,NaN,2628.555,161.667,59.006,3.165,0.489432,2.17E+21
20904,55.547,8.386,NaN,3374.927,194.509,60.465,3.1614,0.423184,2.18E+21
20905,56.953,8.386,NaN,NaN,191.567,68.637,4.3653,0.300444,1.75E+21
20906,58.359,8.386,NaN,NaN,166.774,74.814,5.7701,0.276057,1.69E+21
20907,59.766,8.386,NaN,NaN,190.041,87.142,5.8128,0.228752,1.61E+21
20908,61.172,8.386,NaN,NaN,202.765,102.437,6.7688,0.2233,1.78E+21
20909,62.578,8.386,NaN,NaN,222.181,80.497,8.4753,0.229794,1.80E+21
20910,63.984,8.386,NaN,NaN,199.066,95.049,5.9837,0.243231,1.87E+21
20911,65.391,8.386,NaN,NaN,226.246,88.432,11.0062,0.256605,1.91E+21
20912,66.797,8.386,NaN,NaN,223.535,97.142,12.6556,0.169333,1.32E+21
20913,68.203,8.386,NaN,NaN,232.881,107.868,10.4746,0.146212,1.13E+21
20914,69.609,8.386,NaN,NaN,261.135,125.956,12.1685,0.124001,1.12E+21
20915,71.016,8.386,NaN,NaN,244.578,98.434,18.063,0.198284,1.55E+21
20916,72.422,8.386,NaN,NaN,217.534,164.412,15.9592,0.244612,1.76E+21
20917,73.828,8.386,NaN,NaN,241.047,191.619,14.4347,0.210639,1.77E+21
20918,75.234,8.386,5957.14,NaN,222.315,155.181,21.9936,0.25233,1.98E+21
20919,76.641,8.386,5872.484,NaN,203.331,179.177,39.0889,0.359784,2.24E+21
20920,78.047,8.386,5607.836,NaN,196.673,112.375,39.7323,0.399985,2.57E+21
20921,79.453,8.386,5121.421,NaN,209.221,101.781,26.6957,0.392459,2.72E+21
20922,80.859,8.386,4856.112,NaN,230.357,83.955,36.7896,0.425759,2.89E+21
20923,82.266,8.386,4423.828,NaN,265.723,65.283,24.6892,0.37295,2.72E+21
20924,83.672,8.386,4285.321,4405.94,230.199,51.171,20.0258,0.423577,2.77E+21
20925,85.078,8.386,4152.266,NaN,215.214,60.035,13.9803,0.520829,3.62E+21
20926,86.484,8.386,3995.49,NaN,221.676,48.674,6.1381,0.409764,2.87E+21
20927,87.891,8.386,4127.839,NaN,280.675,88.78,4.7199,0.265118,2.22E+21
20928,89.297,8.386,4307.59,NaN,264.014,60.885,5.6717,0.31994,2.36E+21
20929,90.703,8.386,4123.131,NaN,299.356,69.315,5.9381,0.420972,2.51E+21
20930,92.109,8.386,3594.584,NaN,277.138,62.767,6.6408,0.442536,2.38E+21
20931,93.516,8.386,3454.98,NaN,266.148,44.015,6.3998,0.943889,2.55E+21
20932,94.922,8.386,3410.398,NaN,271.328,43.763,6.9586,0.791466,2.84E+21
20933,96.328,8.386,3588.4,NaN,304.953,37.634,8.5035,0.954008,3.16E+21
20934,97.734,8.386,3994.409,NaN,211.153,31.404,30.8964,1.03097,3.17E+21
20935,99.141,8.386,4109.647,NaN,168.061,31.924,35.8343,0.863035,3.01E+21
20936,100.547,8.386,4305.041,NaN,159.615,45.011,36.3665,0.857667,2.60E+21
20937,101.953,8.386,4449.388,NaN,150.15,35.528,23.1145,0.832204,2.74E+21
20938,103.359,8.386,5113.562,NaN,190.788,34.668,26.1414,0.723241,2.78E+21
20939,104.766,8.386,5690.653,NaN,178.547,47.549,36.4615,0.620144,3.29E+21
20940,106.172,8.386,5792.93,NaN,206.937,68.414,25.6829,0.570936,3.24E+21
20941,107.578,8.386,5508.295,5564.011,189.445,68.836,16.3096,0.813033,4.05E+21
20942,108.984,8.386,NaN,4845.675,199.026,62.264,12.9888,0.798039,4.43E+21
20943,110.391,8.386,NaN,4115.184,203.447,55.63,16.837,0.812786,3.90E+21
20944,111.797,8.386,NaN,3341.567,216.563,53.635,13.4454,0.776488,4.00E+21
20945,113.203,8.386,NaN,2414.848,233.841,49.154,5.4854,0.941599,4.09E+21
20946,114.609,8.386,NaN,2113.357,228.767,34.727,4.0594,0.863973,3.46E+21
20947,116.016,8.386,NaN,NaN,191.653,38.239,3.4255,0.666132,2.93E+21
20948,117.422,8.386,NaN,3122.55,195.177,48.15,6.53,0.483032,2.76E+21
20949,118.828,8.386,NaN,2417.321,266.655,61.481,6.9547,0.678701,2.82E+21
20950,120.234,8.386,NaN,2203.788,178.273,39.141,6.557,0.714761,2.70E+21
20951,121.641,8.386,2395.784,NaN,215.981,43.753,7.361,0.510266,2.18E+21
20952,123.047,8.386,2443.654,2577.687,220.966,41.522,8.1286,0.500691,2.38E+21
20953,124.453,8.386,2336.487,2239.34,210.683,51.667,6.8506,0.486902,2.09E+21
20954,125.859,8.386,2273.756,2231.56,194.444,48.072,4.0055,0.534983,2.40E+21
20955,127.266,8.386,2350.928,1979.565,183.765,33.751,4.1815,0.623539,2.88E+21
20956,128.672,8.386,2366.955,NaN,201.719,34.885,3.401,0.809483,3.22E+21
20957,130.078,8.386,2354.358,1770.431,177.808,24.83,3.7022,0.993283,3.39E+21
20958,131.484,8.386,2435.464,1603.271,194.632,31.333,2.7293,1.016979,3.25E+21
20959,132.891,8.386,2343.123,1729.981,231.357,18.387,2.9319,1.837711,3.48E+21
20960,134.297,8.386,1937.199,1639.608,187.464,23.774,2.8143,1.351738,3.43E+21
20961,135.703,8.386,1837.982,1459.751,188.244,26.849,2.9973,0.943335,3.33E+21
20962,137.109,8.386,1953.178,1423.085,172.644,24.84,3.1412,0.968559,3.19E+21
20963,138.516,8.386,2175.925,1499.494,192.216,25.418,2.9075,1.113563,3.22E+21
20964,139.922,8.386,2100.278,1412.05,151.817,15.781,3.3156,1.088698,2.86E+21
20965,141.328,8.386,1933.004,1747.392,167.105,28.093,5.2592,0.767528,2.49E+21
20966,142.734,8.386,1914.751,2021.068,165.694,25.198,5.7439,0.807197,2.66E+21
20967,144.141,8.386,NaN,NaN,156.744,30.811,6.385,0.9371,2.97E+21
20968,145.547,8.386,NaN,2473.422,229.512,35.6,6.1604,0.796383,3.22E+21
20969,146.953,8.386,NaN,1888.098,155.821,37.162,5.349,0.704598,3.21E+21
20970,148.359,8.386,NaN,2276.162,177.656,53.079,5.2668,0.634632,3.32E+21
20971,149.766,8.386,NaN,1861.245,142.047,35.023,3.5536,0.819885,3.17E+21
20972,151.172,8.386,NaN,1627,150.108,38.335,2.579,0.680292,2.76E+21
20973,152.578,8.386,NaN,1673.676,127.744,35.622,2.1885,0.823035,2.49E+21
20974,153.984,8.386,NaN,1857.59,141.598,29.48,2.0958,0.723685,2.36E+21
20975,155.391,8.386,NaN,2252.278,148.046,36.288,1.6444,0.518654,2.42E+21
20976,156.797,8.386,NaN,2251.537,170.875,36.311,1.9666,0.442656,2.51E+21
20977,158.203,8.386,NaN,2161.132,148.799,45.033,1.6848,0.398415,2.52E+21
20978,159.609,8.386,NaN,2122.272,161.486,41.418,1.6196,0.458752,2.46E+21
20979,161.016,8.386,NaN,2112.552,163.766,38.974,1.7678,0.422651,2.29E+21
20980,162.422,8.386,NaN,2012.053,173.076,35.05,1.6086,0.431477,2.37E+21
20981,163.828,8.386,NaN,1913.029,199.191,29.204,2.0493,0.392028,2.30E+21
20982,165.234,8.386,NaN,1684.305,174.433,32.556,2.4848,0.454636,2.33E+21
20983,166.641,8.386,NaN,1966.986,178.556,61.451,1.8943,0.387444,2.23E+21
20984,168.047,8.386,NaN,2178.504,160.322,34.286,2.1984,0.288884,2.13E+21
20985,169.453,8.386,NaN,2123.265,178.482,32.164,2.0438,0.291288,2.24E+21
20986,170.859,8.386,NaN,NaN,189.205,30.733,1.7325,0.3443,2.47E+21
20987,172.266,8.386,NaN,NaN,207.806,31.776,1.7157,0.413969,2.55E+21
20988,173.672,8.386,NaN,NaN,222.278,41.815,1.6912,0.308524,2.38E+21
20989,175.078,8.386,NaN,NaN,187.738,48.623,2.2013,0.30697,2.54E+21
20990,176.484,8.386,NaN,2208.739,214.502,46.364,3.1201,0.33165,2.56E+21
20991,177.891,8.386,NaN,2245.638,248.888,42.355,3.9445,0.368474,2.55E+21
20992,179.297,8.386,NaN,2176.814,263.624,56.057,2.9061,0.404828,2.70E+21
20993,180.703,8.386,NaN,2142.833,211.766,39.073,3.0028,0.398389,2.73E+21
20994,182.109,8.386,NaN,2078.363,241.175,39.366,3.08,0.301062,2.64E+21
20995,183.516,8.386,NaN,2407.68,249.973,54.226,5.1061,0.266415,2.50E+21
20996,184.922,8.386,NaN,NaN,237.245,48.624,6.8743,0.243919,2.40E+21
20997,186.328,8.386,NaN,2696.742,237.853,47.923,6.9043,0.23147,2.34E+21
20998,187.734,8.386,2923.728,2641.439,242.806,58.881,12.3934,0.203807,2.13E+21
20999,189.141,8.386,3068.886,2517.172,289.98,60.15,11.0536,0.182993,1.93E+21
21000,190.547,8.386,2830.63,2205.861,260.787,61.185,8.351,0.167696,1.80E+21
21001,191.953,8.386,2684.73,NaN,295.996,61.472,8.8569,0.247637,2.02E+21
21002,193.359,8.386,2641.558,NaN,301.762,65.283,10.3429,0.153639,1.53E+21
21003,194.766,8.386,2693.526,NaN,424.968,80.312,9.5666,0.139556,1.41E+21
21004,196.172,8.386,2714.276,NaN,513.225,60.746,9.2264,0.099036,1.24E+21
21005,197.578,8.386,2512.918,NaN,457.61,67.736,6.7416,0.081289,1.17E+21
21006,198.984,8.386,2433.43,NaN,403.454,55.936,5.5213,0.101167,1.27E+21
21007,200.391,8.386,2412.833,NaN,474.287,71.612,7.1302,0.102002,1.23E+21
21008,201.797,8.386,2461.57,1816.148,464.944,84.97,5.2089,0.090565,1.10E+21
21009,203.203,8.386,2338.053,1928.234,494.723,80.477,5.338,0.081769,9.56E+20
21010,204.609,8.386,2344.055,NaN,550.317,69.145,5.5284,0.077701,9.48E+20
21011,206.016,8.386,2418.903,1779.371,429.03,76.846,5.415,0.098055,1.11E+21
21012,207.422,8.386,2405.828,NaN,528.509,64.1,3.3678,0.094949,1.47E+21
21013,208.828,8.386,2453.376,NaN,580.019,75.845,2.9303,0.076529,1.22E+21
21014,210.234,8.386,2323.368,1825.267,510.318,76.88,3.2375,0.089936,1.08E+21
21015,211.641,8.386,2250.975,1876.971,432.446,59.954,3.7354,0.157058,1.40E+21
